recording,window,slot,channel,animal,genotype
MMUT(2)_cohort6_group1__1,3894,Ch H,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,3894,Ch I,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,3894,Ch J,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,5892,Ch A,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,5892,Ch B,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,5892,Ch C,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,5892,Ch D,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,5892,Ch E,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,5892,Ch F,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,5892,Ch G,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,5892,Ch H,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,5892,Ch I,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,5892,Ch J,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,756,Ch A,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,756,Ch B,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,756,Ch C,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,756,Ch D,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,756,Ch E,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,756,Ch F,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,756,Ch G,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,756,Ch H,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,756,Ch I,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,756,Ch J,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,6898,Ch A,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,6898,Ch B,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,6898,Ch C,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,6898,Ch D,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,6898,Ch E,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,6898,Ch F,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,6898,Ch G,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,6898,Ch H,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,6898,Ch I,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,6898,Ch J,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,9729,Ch A,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,9729,Ch B,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,9729,Ch C,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,9729,Ch D,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,9729,Ch E,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,9729,Ch F,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,9729,Ch G,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,9729,Ch H,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,9729,Ch I,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,9729,Ch J,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,11369,Ch A,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,11369,Ch B,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,11369,Ch C,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,11369,Ch D,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,11369,Ch E,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,11369,Ch F,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,11369,Ch G,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,11369,Ch H,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,11369,Ch I,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,11369,Ch J,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,11949,Ch A,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,11949,Ch B,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,11949,Ch C,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,11949,Ch D,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,11949,Ch E,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,11949,Ch F,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,11949,Ch G,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,11949,Ch H,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,11949,Ch I,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__2,11949,Ch J,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,31,Ch A,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,31,Ch B,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,31,Ch C,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,31,Ch D,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,31,Ch E,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,31,Ch F,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,31,Ch G,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,31,Ch H,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,31,Ch I,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,31,Ch J,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,1605,Ch A,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,1605,Ch B,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,1605,Ch C,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,1605,Ch D,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,1605,Ch E,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,1605,Ch F,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,1605,Ch G,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,1605,Ch H,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,1605,Ch I,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,1605,Ch J,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,2282,Ch A,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,2282,Ch B,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,2282,Ch C,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,2282,Ch D,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,2282,Ch E,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,2282,Ch F,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,2282,Ch G,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,2282,Ch H,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,2282,Ch I,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,2282,Ch J,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,5622,Ch A,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,5622,Ch B,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,5622,Ch C,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,5622,Ch D,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,5622,Ch E,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,5622,Ch F,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,5622,Ch G,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,5622,Ch H,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,5622,Ch I,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,5622,Ch J,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,14268,Ch A,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,14268,Ch B,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,14268,Ch C,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,14268,Ch D,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,14268,Ch E,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,14268,Ch F,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,14268,Ch G,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,14268,Ch H,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,14268,Ch I,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__3,14268,Ch J,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,91,Ch A,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,91,Ch B,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,91,Ch C,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,91,Ch D,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,91,Ch E,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,91,Ch F,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,91,Ch G,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,91,Ch H,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,91,Ch I,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,91,Ch J,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,542,Ch A,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,542,Ch B,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,542,Ch C,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,542,Ch D,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,542,Ch E,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,542,Ch F,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,542,Ch G,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,542,Ch H,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,542,Ch I,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,542,Ch J,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,2407,Ch A,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,2407,Ch B,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,2407,Ch C,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,2407,Ch D,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,2407,Ch E,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,2407,Ch F,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,2407,Ch G,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,2407,Ch H,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,2407,Ch I,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,2407,Ch J,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,3177,Ch A,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,3177,Ch B,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,3177,Ch C,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,3177,Ch D,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,3177,Ch E,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,3177,Ch F,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,3177,Ch G,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,3177,Ch H,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,3177,Ch I,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,3177,Ch J,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,3539,Ch A,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,3539,Ch B,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,3539,Ch C,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,3539,Ch D,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,3539,Ch E,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,3539,Ch F,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,3539,Ch G,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,3539,Ch H,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,3539,Ch I,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__4,3539,Ch J,LAud,MMUT(2)_cohort6_group1,Mut
cohort 2 group 6 mouse M3 cage3A__0,303,Ch A,LMot,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,303,Ch B,LBar,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,303,Ch C,LHip,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,303,Ch D,RAud,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,303,Ch E,LVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,303,Ch F,RVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,303,Ch G,RBar,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,303,Ch H,RMot,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,303,Ch I,RHip,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,303,Ch J,LAud,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,462,Ch A,LHip,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,462,Ch B,RAud,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,462,Ch C,RHip,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,462,Ch D,LMot,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,462,Ch E,RMot,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,462,Ch F,LVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,462,Ch G,RBar,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,462,Ch H,RVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,462,Ch I,LBar,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,462,Ch J,LAud,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,1083,Ch A,RMot,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,1083,Ch B,LAud,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,1083,Ch C,LBar,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,1083,Ch D,LVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,1083,Ch E,RAud,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,1083,Ch F,LMot,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,1083,Ch G,RVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,1083,Ch H,RHip,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,1083,Ch I,RBar,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,1083,Ch J,LHip,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,1974,Ch A,RHip,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,1974,Ch B,LMot,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,1974,Ch C,RVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,1974,Ch D,LHip,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,1974,Ch E,LAud,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,1974,Ch F,RAud,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,1974,Ch G,LBar,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,1974,Ch H,RBar,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,1974,Ch I,LVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,1974,Ch J,RMot,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,9611,Ch A,RHip,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,9611,Ch B,LBar,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,9611,Ch C,LVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,9611,Ch D,LHip,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,9611,Ch E,RBar,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,9611,Ch F,LMot,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,9611,Ch G,LAud,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,9611,Ch H,RAud,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,9611,Ch I,RVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,9611,Ch J,RMot,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,9959,Ch A,RMot,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,9959,Ch B,LVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,9959,Ch C,LMot,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,9959,Ch D,RAud,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,9959,Ch E,RVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,9959,Ch F,LHip,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,9959,Ch G,RHip,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,9959,Ch H,RBar,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,9959,Ch I,LBar,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,9959,Ch J,LAud,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,10702,Ch A,LAud,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,10702,Ch B,RHip,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,10702,Ch C,LMot,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,10702,Ch D,LVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,10702,Ch E,LBar,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,10702,Ch F,RBar,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,10702,Ch G,RVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,10702,Ch H,RMot,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,10702,Ch I,LHip,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,10702,Ch J,RAud,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,11742,Ch A,LMot,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,11742,Ch B,LHip,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,11742,Ch C,RAud,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,11742,Ch D,RBar,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,11742,Ch E,RVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,11742,Ch F,LAud,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,11742,Ch G,LVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,11742,Ch H,RMot,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,11742,Ch I,LBar,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,11742,Ch J,RHip,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,14154,Ch A,LBar,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,14154,Ch B,LMot,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,14154,Ch C,RAud,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,14154,Ch D,LAud,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,14154,Ch E,LVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,14154,Ch F,RHip,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,14154,Ch G,LHip,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,14154,Ch H,RVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,14154,Ch I,RBar,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__0,14154,Ch J,RMot,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__1,31,Ch A,RVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__1,31,Ch B,RMot,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__1,31,Ch C,RBar,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__1,31,Ch D,LBar,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__1,31,Ch E,LVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__1,31,Ch F,LHip,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__1,31,Ch G,LAud,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__1,31,Ch H,LMot,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__1,31,Ch I,RHip,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__1,31,Ch J,RAud,cohort 2 group 6 mouse M3 cage3A,Het
